;error_output;head_output_083;head_output_158;head_output_180;flow_output_F1;flow_output_K1;flow_output_P1;tank_output_180;energy_output_F1;energy_output_K1;energy_output_P1;tank_input_180;pump_input_F1;pump_input_K1;pump_input_P1;demand_input_par2;demand_input_kar2
10;4;203,7775421142578;203,5046844482422;168,8000030517578;215,6659393310547;119,37759399414062;0,0;168,8000030517578;36,11917495727539;17,34015655517578;0,0;2,8;0,84;0,77;0,51;0,64;0,57
11;4;220,909912109375;220,61949157714844;170,6999969482422;219,61032104492188;0,0;42,577667236328125;170,6999969482422;38,9001579284668;0,0;9,566308975219727;4,7;0,86;0,52;0,97;0,5;0,09
12;4;204,2249298095703;203,96327209472656;168,1999969482422;179,87680053710938;0,0;79,37761688232422;168,1999969482422;28,512588500976562;0,0;8,946944236755371;2,2;0,77;0,72;0,84;0,63;0,32
13;4;219,946533203125;219,65611267089844;168,0;0,0;0,0;42,577674865722656;168,0;0,0;0,0;9,365702629089355;2,0;0,59;0,57;0,96;0,87;0,09
14;4;221,6925048828125;221,4057159423828;167,39999389648438;279,3931579589844;85,77765655517578;0,0;167,39999389648438;48,65867233276367;18,355121612548828;0,0;1,4;0,98;0,94;0,52;0,93;0,36
15;4;198,50706481933594;198,21878051757812;168,6999969482422;215,97801208496094;80,97757720947266;0,0;168,6999969482422;36,082523345947266;9,564034461975098;0,0;2,7;0,84;0,7;0,64;0,14;0,33
16;4;204,59373474121094;204,34364318847656;168,1999969482422;207,64332580566406;0,0;88,97762298583984;168,1999969482422;33,88739776611328;0,0;10,212023735046387;2,2;0,82;0,53;0,87;0,06;0,38
17;4;213,76211547851562;213,52621459960938;167,39999389648438;255,0615692138672;173,7776336669922;0,0;167,39999389648438;43,043006896972656;38,313377380371094;0,0;1,4;0,92;0,91;0,72;0,19;0,91
18;4;212,4076690673828;212,14251708984375;167,8000030517578;0,0;0,0;76,17765045166016;167,8000030517578;0,0;0,0;11,07835578918457;1,8;0,66;0,82;0,92;0,46;0,3
19;4;204,09779357910156;203,8716278076172;168,39999389648438;0,0;184,97760009765625;0,0;168,39999389648438;0,0;31,58650016784668;0,0;2,4;0,51;0,83;0,71;0,49;0,98
20;4;205,57139587402344;205,27581787109375;168,0;274,3067321777344;53,77760314941406;0,0;168,0;48,226173400878906;9,729615211486816;0,0;2,0;0,97;0,78;0,66;0,25;0,16
21;0;186,60508728027344;186,35302734375;170,6999969482422;277,31781005859375;49,773651123046875;66,40385437011719;170,6999969482422;52,461212158203125;4,028036117553711;3,1022748947143555;4,7;0,99;0,51;0,58;0,28;0,55
22;4;200,06500244140625;199,76907348632812;170,6999969482422;0,0;52,17758560180664;0,0;170,6999969482422;0,0;7,529778003692627;0,0;0,7;0,52;0,69;0,54;0,95;0,15
23;0;196,7472381591797;196,55921936035156;169,10000610351562;98,97669219970703;45,782318115234375;110,39518737792969;169,10000610351562;12,510181427001953;6,782092571258545;10,048163414001465;3,1;0,7;0,67;0,87;0,9;0,8
24;0;218,37399291992188;218,1782684326172;169,10000610351562;209,6929168701172;101,36144256591797;75,61605834960938;169,10000610351562;35,18518829345703;19,62273597717285;12,79421329498291;0,5;0,83;0,9;0,98;0,18;0,93
25;4;226,35263061523438;226,08782958984375;168,6999969482422;211,02276611328125;133,77767944335938;0,0;168,6999969482422;35,06288146972656;34,9397087097168;0,0;2,7;0,83;0,98;0,75;0,86;0,66
26;4;223,66026306152344;223,38201904296875;168,6999969482422;239,1952362060547;108,17766571044922;0,0;168,6999969482422;41,03683853149414;23,786678314208984;0,0;0,7;0,89;0,95;0,52;0,96;0,5
27;4;220,09385681152344;219,80221557617188;168,6999969482422;0,0;0,0;39,37767028808594;168,6999969482422;0,0;0,0;9,084505081176758;0,6;0,6;0,78;0,96;0,45;0,07
28;0;217,05809020996094;216,84384155273438;167,6999969482422;84,95120239257812;130,8970947265625;41,2803955078125;167,6999969482422;10,28921127319336;28,769994735717773;8,652419090270996;1,7;0,68;0,91;0,93;0,21;0,9
29;4;225,10958862304688;224,87501525878906;170,1999969482422;230,7172088623047;175,37767028808594;0,0;170,1999969482422;40,81777572631836;45,712158203125;0,0;4,2;0,88;0,98;0,92;0,22;0,92
30;4;214,21041870117188;213,94032287597656;169,3000030517578;0,0;0,0;71,37765502929688;169,3000030517578;0,0;0,0;11,026212692260742;3,3;0,68;0,73;0,93;0,6;0,27
31;4;198,0340576171875;197,73658752441406;170,3000030517578;182,2143096923828;44,17757797241211;0,0;170,3000030517578;30,747404098510742;6,693345546722412;0,0;4,3;0,79;0,67;0,6;0,18;0,1
32;4;205,18431091308594;204,90830993652344;170,6999969482422;0,0;0,0;64,97761535644531;170,6999969482422;0,0;0,0;7,873644828796387;4,7;0,65;0,52;0,82;0,77;0,23
33;4;217,86106872558594;217,5788116455078;167,3000030517578;0,0;98,57764434814453;0,0;167,3000030517578;0,0;19,48708724975586;0,0;1,3;0,51;0,91;0,52;0,79;0,44
34;4;211,85934448242188;211,58619689941406;167,3000030517578;195,24143981933594;0,0;68,17765045166016;167,3000030517578;30,61583137512207;0,0;9,991938591003418;0,9;0,79;0,55;0,9;0,58;0,25
35;4;215,26527404785156;214,96664428710938;167,3000030517578;224,81134033203125;36,177635192871094;0,0;167,3000030517578;36,45492172241211;10,896540641784668;0,0;1,1;0,85;0,88;0,76;0,31;0,05
36;0;196,28675842285156;196,08851623535156;167,3000030517578;271,6072692871094;137,07492065429688;47,902584075927734;167,3000030517578;46,693214416503906;18,56367301940918;4,734127521514893;0,7;0,96;0,72;0,68;0,6;0,98
37;4;221,23023986816406;220,93719482421875;167,3000030517578;0,0;0,0;34,57767868041992;167,3000030517578;0,0;0,0;9,16862964630127;0,8;0,62;0,56;0,97;0,78;0,04
38;4;196,79556274414062;196,5132598876953;167,5;0,0;0,0;56,97760009765625;167,5;0,0;0,0;5,21299409866333;1,5;0,59;0,66;0,7;0,69;0,18
39;4;196,8772430419922;196,68341064453125;167,5;0,0;39,65439987182617;110,12310028076172;167,5;0,0;6,820888996124268;10,062370300292969;0,9;0,64;0,69;0,87;0,86;0,76
40;4;210,10960388183594;209,85162353515625;167,60000610351562;282,98699951171875;0,0;82,57764434814453;167,60000610351562;49,78614044189453;0,0;11,178266525268555;1,6;0,99;0,5;0,91;0,84;0,34
41;4;218,53346252441406;218,23599243164062;170,60000610351562;126,22521209716797;44,17764663696289;0,0;170,60000610351562;18,717458724975586;11,56033706665039;0,0;4,6;0,73;0,88;0,87;0,74;0,1
42;4;224,3346405029297;224,10006713867188;170,6999969482422;0,0;175,37767028808594;0,0;170,6999969482422;0,0;44,66244125366211;0,0;4,7;0,66;0,97;0,65;0,79;0,92
43;0;190,7444610595703;190,6013946533203;170,6999969482422;214,5707550048828;22,142343521118164;142,03515625;170,6999969482422;37,80631637573242;4,029123306274414;11,771302223205566;0,7;0,85;0,57;0,97;0,92;0,85
44;4;192,1608123779297;191,8966064453125;168,1999969482422;0,0;79,84552001953125;34,73198318481445;168,1999969482422;0,0;7,60833740234375;3,4175655841827393;2,2;0,64;0,63;0,6;0,81;0,54
45;4;209,57666015625;209,30064392089844;167,6999969482422;204,26205444335938;0,0;64,9776382446289;167,6999969482422;32,73324966430664;0,0;9,016555786132812;1,7;0,81;0,67;0,87;0,64;0,23
46;4;207,7401580810547;207,47073364257812;168,0;0,0;125,7776107788086;0,0;168,0;0,0;21,545915603637695;0,0;2,0;0,64;0,82;0,65;0,1;0,61
47;4;203,80963134765625;203,51141357421875;169,0;0,0;39,37759780883789;0,0;169,0;0,0;8,05009651184082;0,0;3,0;0,61;0,75;0,72;0,13;0,07
48;0;187,2042999267578;186,97006225585938;169,89999389648438;240,66726684570312;35,625953674316406;86,95154571533203;169,89999389648438;42,716976165771484;3,9329679012298584;4,14387845993042;3,9;0,9;0,53;0,67;0,03;0,59
49;4;183,3475799560547;183,16188049316406;168,0;0,0;37,48166275024414;115,49583435058594;168,0;0,0;3,534585475921631;4,2502007484436035;2,0;0,65;0,5;0,77;0,46;0,78
50;4;208,7097625732422;208,42877197265625;168,0;0,0;101,7776107788086;0,0;168,0;0,0;16,286882400512695;0,0;0,6;0,57;0,82;0,56;0,14;0,46
51;0;185,88011169433594;185,6964569091797;167,89999389648438;161,216552734375;27,492015838623047;120,68548583984375;167,89999389648438;24,872028350830078;3,843370199203491;5,94903039932251;1,9;0,74;0,54;0,82;0,65;0,75
52;4;221,9579620361328;221,66690063476562;170,39999389648438;193,96322631835938;0,0;40,9776725769043;170,39999389648438;33,196205139160156;0,0;9,595616340637207;4,4;0,81;0,69;0,98;0,24;0,08
53;4;220,67247009277344;220,3804473876953;167,3000030517578;0,0;68,17765045166016;0,0;167,3000030517578;0,0;15,44603157043457;0,0;1,3;0,55;0,93;0,95;0,67;0,25
54;0;194,40142822265625;194,15663146972656;169,0;188,27105712890625;123,5420150756836;23,035490036010742;169,0;30,80573272705078;13,40601921081543;3,6351826190948486;3,0;0,79;0,67;0,63;0,54;0,74
55;0;198,61277770996094;198,37107849121094;167,39999389648438;200,16012573242188;16,695571899414062;89,88192749023438;167,39999389648438;31,650226593017578;4,735867977142334;8,250781059265137;1,4;0,8;0,71;0,81;0,23;0,49
56;4;188,7600555419922;188,5115203857422;170,89999389648438;0,0;50,37841033935547;68,99909210205078;170,89999389648438;0,0;4,540316581726074;3,7898294925689697;4,9;0,58;0,54;0,62;0,53;0,57
57;4;228,43804931640625;228,13877868652344;167,6999969482422;154,80442810058594;29,777679443359375;0,0;167,6999969482422;23,596553802490234;13,191556930541992;0,0;1,7;0,73;0,99;0,97;0,29;0,01
58;4;225,5670166015625;225,28538513183594;169,1999969482422;187,3851318359375;100,17766571044922;0,0;169,1999969482422;30,80941390991211;22,059385299682617;0,0;3,2;0,79;0,96;0,7;0,37;0,45
59;4;216,62745666503906;216,33380126953125;170,89999389648438;255,91079711914062;0,0;31,377653121948242;170,89999389648438;47,43770980834961;0,0;8,150429725646973;4,9;0,94;0,84;0,92;0,74;0,02
60;4;198,80006408691406;198,5240478515625;169,1999969482422;181,26303100585938;112,97757720947266;0,0;169,1999969482422;29,623247146606445;13,631364822387695;0,0;3,2;0,78;0,71;0,56;0,1;0,53
61;0;188,04888916015625;187,87002563476562;169,1999969482422;233,41578674316406;71,37793731689453;102,39956665039062;169,1999969482422;40,32343292236328;5,649355888366699;5,374756813049316;3,2;0,88;0,56;0,75;0,48;0,91
62;4;220,010009765625;219,71670532226562;170,0;0,0;63,37765121459961;0,0;170,0;0,0;13,866373062133789;0,0;4,0;0,5;0,9;0,73;0,58;0,22
63;0;201,0404052734375;200,78936767578125;170,0;170,26466369628906;54,810829162597656;64,5666732788086;170,0;28,174274444580078;8,103944778442383;6,769535064697266;0,6;0,77;0,71;0,77;0,22;0,57
64;4;197,07550048828125;196,7892303466797;168,3000030517578;0,0;87,37757110595703;0,0;168,3000030517578;0,0;9,926070213317871;0,0;2,3;0,65;0,69;0,62;0,65;0,37
65;4;208,14389038085938;207,8781280517578;169,8000030517578;0,0;132,1776123046875;0,0;169,8000030517578;0,0;22,78720474243164;0,0;3,8;0,53;0,81;0,76;0,62;0,65
66;4;217,39129638671875;217,11965942382812;168,8000030517578;260,45074462890625;0,0;69,77766418457031;168,8000030517578;45,96653747558594;0,0;11,704361915588379;2,8;0,94;0,65;0,96;0,38;0,26
67;4;214,7718963623047;214,478515625;167,5;259,0018615722656;0,0;32,977657318115234;167,5;44,04878616333008;0,0;7,839887619018555;1,5;0,93;0,83;0,9;0,58;0,03
68;4;200,32337951660156;200,12538146972656;170,89999389648438;0,0;29,58841323852539;112,18907928466797;170,89999389648438;0,0;6,396057605743408;11,997045516967773;4,9;0,5;0,69;0,91;0,66;0,71
69;0;206,33102416992188;206,108154296875;169,60000610351562;9,26656723022461;140,6443328857422;28,33316421508789;169,60000610351562;2,68288516998291;24,538362503051758;6,068437576293945;3,6;0,69;0,8;0,8;0,56;0,88
70;4;198,82623291015625;198,5803680419922;170,0;206,57882690429688;0,0;92,17759704589844;170,0;35,42003631591797;0,0;8,550660133361816;4,0;0,83;0,53;0,82;0,98;0,4
71;0;216,59185791015625;216,39698791503906;169,39999389648438;279,7518005371094;95,5631332397461;79,81436920166016;169,39999389648438;51,370941162109375;17,702512741088867;12,800777435302734;3,4;0,99;0,88;0,97;0,32;0,92
72;4;192,1649932861328;191,94566345214844;168,39999389648438;0,0;23,672039031982422;102,10546112060547;168,39999389648438;0,0;4,863247394561768;6,983540058135986;2,4;0,55;0,62;0,79;0,23;0,61
73;4;197,00901794433594;196,72561645507812;168,89999389648438;205,2281036376953;0,0;55,377593994140625;168,89999389648438;34,079322814941406;0,0;5,198456764221191;2,9;0,82;0,5;0,7;0,31;0,17
74;0;183,02098083496094;182,78965759277344;167,6999969482422;209,30580139160156;44,05613327026367;84,9213638305664;167,6999969482422;33,729942321777344;3,710879325866699;2,674424648284912;1,7;0,82;0,5;0,61;0,71;0,63
75;4;220,37696838378906;220,10580444335938;170,60000610351562;81,79915618896484;122,57764434814453;0,0;170,60000610351562;10,847116470336914;25,73236656188965;0,0;4,6;0,71;0,91;0,62;0,67;0,59
76;4;219,40310668945312;219,1473388671875;168,89999389648438;0,0;99,98078155517578;28,996719360351562;168,89999389648438;0,0;19,733057022094727;8,609357833862305;2,9;0,59;0,91;0,95;0,53;0,63
77;4;197,59756469726562;197,32078552246094;170,60000610351562;247,86312866210938;111,37757110595703;0,0;170,60000610351562;45,17563247680664;12,20625114440918;0,0;4,6;0,92;0,68;0,57;0,38;0,52
78;4;204,4880828857422;204,20582580566406;170,60000610351562;234,29051208496094;98,57759857177734;0,0;170,60000610351562;42,05504608154297;13,08727741241455;0,0;1,0;0,89;0,75;0,75;0,08;0,44
79;4;201,13124084472656;200,84576416015625;168,5;239,6897430419922;0,0;52,177608489990234;168,5;40,92059326171875;0,0;6,007049560546875;2,5;0,89;0,7;0,75;0,31;0,15
80;0;195,55479431152344;195,31387329101562;167,3000030517578;205,63270568847656;69,2923812866211;64,48512268066406;167,3000030517578;32,61667251586914;8,283099174499512;5,347733497619629;1,3;0,81;0,68;0,7;0,84;0,66
81;4;205,2213134765625;204,9445343017578;167,89999389648438;0,0;111,37760162353516;0,0;167,89999389648438;0,0;16,829225540161133;0,0;1,9;0,62;0,79;0,65;0,26;0,52
82;4;204,83090209960938;204,5457000732422;168,8000030517578;200,3046417236328;90,57759857177734;0,0;168,8000030517578;32,99459457397461;12,843658447265625;0,0;2,8;0,81;0,77;0,58;0,65;0,39
83;4;192,04049682617188;191,74456787109375;167,60000610351562;262,9134826660156;52,17755889892578;0,0;167,60000610351562;45,06127166748047;6,2697062492370605;0,0;1,6;0,94;0,63;0,52;0,61;0,15
84;4;222,08982849121094;221,79766845703125;167,39999389648438;189,3521728515625;0,0;37,77768325805664;167,39999389648438;29,594133377075195;0,0;9,440881729125977;1,4;0,78;0,63;0,98;0,54;0,06
85;4;222,63571166992188;222,3654022216797;170,60000610351562;0,0;124,17766571044922;0,0;170,60000610351562;0,0;27,51887321472168;0,0;4,6;0,55;0,93;0,76;0,89;0,6
86;4;224,23045349121094;223,99058532714844;167,5;0,0;168,9776611328125;0,0;167,5;0,0;45,45584487915039;0,0;1,5;0,56;0,99;0,56;0,75;0,88
87;0;202,56381225585938;202,3155975341797;169,39999389648438;173,68553161621094;90,04280090332031;43,73469924926758;169,39999389648438;28,341737747192383;11,773667335510254;5,837784290313721;3,4;0,77;0,74;0,76;0,07;0,66
88;4;191,01071166992188;190,7262420654297;168,0;0,0;0,0;53,7775764465332;168,0;0,0;0,0;3,735724449157715;2,0;0,54;0,5;0,61;0,87;0,16
89;4;215,95692443847656;215,7119903564453;167,39999389648438;271,4183044433594;162,57763671875;0,0;167,39999389648438;46,776607513427734;37,46541213989258;0,0;1,4;0,96;0,92;0,58;0,85;0,84
90;4;189,14553833007812;188,8582000732422;167,3000030517578;61,92535400390625;0,0;48,97757339477539;167,3000030517578;8,200216293334961;0,0;3,161949872970581;1,3;0,67;0,56;0,57;0,48;0,13
91;0;195,80447387695312;195,59786987304688;167,3000030517578;233,83340454101562;44,53476333618164;100,44274139404297;167,3000030517578;38,329158782958984;6,916060447692871;8,235222816467285;0,9;0,87;0,68;0,82;0,77;0,73
92;4;210,3731689453125;210,14414978027344;170,8000030517578;0,0;181,77761840820312;0,0;170,8000030517578;0,0;34,32871627807617;0,0;4,8;0,65;0,86;0,8;0,53;0,96
93;4;224,386962890625;224,0880126953125;170,8000030517578;233,750732421875;32,977664947509766;0,0;170,8000030517578;42,15260696411133;11,925741195678711;0,0;1,0;0,89;0,93;0,79;0,17;0,03
94;4;197,1223602294922;196,83609008789062;170,89999389648438;272,81640625;87,37757110595703;0,0;170,89999389648438;51,5863037109375;9,050395965576172;0,0;4,9;0,98;0,66;0,64;0,66;0,37
95;4;207,2639617919922;206,98056030273438;167,60000610351562;176,58480834960938;0,0;55,37763214111328;167,60000610351562;27,401948928833008;0,0;7,614752769470215;1,6;0,76;0,55;0,83;0,12;0,17
96;4;212,57260131835938;212,32521057128906;167,3000030517578;220,17567443847656;159,37762451171875;0,0;167,3000030517578;35,50931167602539;34,25605773925781;0,0;1,3;0,84;0,89;0,59;0,28;0,82
97;4;210,8835906982422;210,59912109375;167,60000610351562;0,0;0,0;53,777645111083984;167,60000610351562;0,0;0,0;8,358054161071777;1,6;0,65;0,8;0,87;0,35;0,16
98;4;225,0433349609375;224,8009033203125;170,60000610351562;252,25057983398438;165,7776641845703;0,0;170,60000610351562;46,20753860473633;42,79941177368164;0,0;4,6;0,93;0,97;0,83;0,46;0,86
99;4;212,1894073486328;211,8957061767578;167,60000610351562;0,0;61,77762222290039;0,0;167,60000610351562;0,0;12,177752494812012;0,0;1,6;0,5;0,85;0,86;0,24;0,21
100;4;209,45248413085938;209,17800903320312;170,3000030517578;182,2143096923828;116,17761993408203;0,0;170,3000030517578;30,747404098510742;18,684738159179688;0,0;4,3;0,79;0,81;0,74;0,08;0,55
101;4;221,7278289794922;221,45030212402344;168,0;0,0;109,77765655517578;0,0;168,0;0,0;23,713638305664062;0,0;2,0;0,56;0,94;0,74;0,12;0,51
102;4;210,2333984375;209,9412384033203;169,10000610351562;160,94540405273438;0,0;37,77763748168945;169,10000610351562;25,73059844970703;0,0;7,0650129318237305;3,1;0,75;0,74;0,85;0,61;0,06
103;4;224,9174346923828;224,62220764160156;169,10000610351562;181,74838256835938;55,37766647338867;0,0;169,10000610351562;29,631332397460938;14,588760375976562;0,0;1,1;0,78;0,95;0,62;0,41;0,17
104;0;204,89157104492188;204,66258239746094;167,3000030517578;200,52072143554688;143,41465759277344;22,362852096557617;167,3000030517578;31,62567138671875;25,606487274169922;5,565488815307617;1,3;0,8;0,81;0,78;0,93;0,86
105;0;209,72789001464844;209,54026794433594;167,3000030517578;283,5126037597656;110,36368560791016;74,61381530761719;167,3000030517578;49,51409149169922;18,92167854309082;10,151716232299805;0,8;0,99;0,84;0,89;0,38;0,98
106;4;188,1416473388672;187,9943389892578;167,39999389648438;0,0;27,640682220458984;138,13682556152344;167,39999389648438;0,0;4,440804481506348;9,441487312316895;1,4;0,52;0,58;0,93;0,16;0,86
107;0;189,01071166992188;188,81285095214844;168,10000610351562;100,24324035644531;136,01551818847656;48,96198272705078;168,10000610351562;12,289691925048828;13,267595291137695;3,1619107723236084;2,1;0,69;0,63;0,57;0,2;0,98
108;4;182,5469512939453;182,3437957763672;167,60000610351562;0,0;101,08870697021484;71,08878326416016;167,60000610351562;0,0;6,011505603790283;2,1622512340545654;1,6;0,58;0,52;0,54;0,82;0,9
109;4;203,50062561035156;203,27542114257812;169,1999969482422;0,0;80,19928741455078;69,57820892333984;169,1999969482422;0,0;10,91808032989502;7,876792907714844;3,2;0,59;0,75;0,81;0,74;0,76
110;4;189,7449493408203;189,52581787109375;170,5;0,0;159,4439239501953;19,13357925415039;170,5;0,0;14,802974700927734;2,5836095809936523;4,5;0,54;0,64;0,55;0,03;0,94
111;4;141,0365753173828;140,88461303710938;167,1999969482422;190,17617797851562;0,0;144,9774169921875;167,1999969482422;29,570350646972656;0,0;25,012388229370117;1,2;0,78;0,77;0,64;0,37;0,73
112;0;185,7822723388672;185,56039428710938;168,39999389648438;235,49171447753906;4,159967422485352;107,217529296875;168,39999389648438;39,89472579956055;0,6575717926025391;4,782540321350098;2,4;0,88;0,53;0,75;0,13;0,52
113;4;215,61126708984375;215,37139892578125;168,8000030517578;0,0;168,97763061523438;0,0;168,8000030517578;0,0;37,5870246887207;0,0;2,8;0,58;0,91;0,51;0,35;0,88
114;4;195,3596649169922;195,0640869140625;167,6999969482422;0,0;53,77756881713867;0,0;167,6999969482422;0,0;7,167337417602539;0,0;1,7;0,62;0,67;0,53;0,73;0,16
115;4;190,9973907470703;190,71005249023438;170,10000610351562;240,16473388671875;0,0;48,977569580078125;170,10000610351562;42,82878494262695;0,0;3,5746889114379883;4,1;0,9;0,51;0,6;0,03;0,13
116;4;219,41407775878906;219,12042236328125;169,8000030517578;184,63058471679688;0,0;31,377666473388672;169,8000030517578;30,79364013671875;0,0;8,695830345153809;3,8;0,79;0,68;0,95;0,43;0,02
117;4;216,89601135253906;216,6275177001953;169,3000030517578;0,0;0,0;72,9776611328125;169,3000030517578;0,0;0,0;11,989569664001465;3,3;0,56;0,51;0,96;0,33;0,28
118;4;205,64149475097656;205,4045867919922;170,39999389648438;257,0201721191406;0,0;98,5776138305664;170,39999389648438;47,10118103027344;0,0;11,80539321899414;4,4;0,94;0,62;0,91;0,11;0,44
119;0;195,0634307861328;194,81761169433594;167,60000610351562;275,0513000488281;100,00113677978516;38,57636642456055;167,60000610351562;47,88712692260742;10,779037475585938;4,0502214431762695;1,6;0,97;0,68;0,65;0,25;0,69
120;4;216,5642547607422;216,2939453125;168,0;278,3081359863281;124,17764282226562;0,0;168,0;49,184112548828125;25,694210052490234;0,0;2,0;0,98;0,9;0,8;0,89;0,6
121;4;202,1245574951172;201,86849975585938;169,10000610351562;204,5179901123047;0,0;84,1776123046875;169,10000610351562;34,127708435058594;0,0;8,823930740356445;3,1;0,82;0,6;0,83;0,9;0,35
122;4;208,09408569335938;207,79661560058594;167,5;246,403564453125;44,1776123046875;0,0;167,5;41,248878479003906;9,791932106018066;0,0;1,5;0,9;0,81;0,77;0,42;0,1
123;0;193,80905151367188;193,54739379882812;167,1999969482422;283,68701171875;0,0;79,3775863647461;167,1999969482422;49,42292785644531;0,0;5,770587921142578;1,2;0,99;0,82;0,72;0,54;0,32
124;0;186,50425720214844;186,243408203125;170,5;150,36199951171875;39,35647964477539;64,0210189819336;170,5;24,803892135620117;3,712728977203369;2,982172727584839;4,5;0,75;0,51;0,57;0,97;0,47
125;4;214,0170135498047;213,71774291992188;170,3000030517578;269,8645324707031;29,777629852294922;0,0;170,3000030517578;50,088768005371094;9,496086120605469;0,0;4,3;0,97;0,84;0,84;0,89;0,01
126;4;216,80618286132812;216,56373596191406;170,89999389648438;179,15167236328125;165,77764892578125;0,0;170,89999389648438;30,64794158935547;36,155208587646484;0,0;4,9;0,79;0,9;0,69;0,77;0,86
127;4;203,94581604003906;203,6617431640625;168,0;0,0;93,77759552001953;0,0;168,0;0,0;13,240070343017578;0,0;2,0;0,58;0,77;0,67;0,08;0,41
128;4;217,7021942138672;217,4456024169922;168,0;174,53981018066406;146,57765197753906;0,0;168,0;27,356958389282227;34,5019416809082;0,0;0,7;0,76;0,92;0,62;0,51;0,74
129;0;190,06051635742188;189,9000244140625;170,1999969482422;182,70697021484375;52,45354080200195;121,32396697998047;170,1999969482422;30,75920295715332;5,131485939025879;8,274185180664062;4,2;0,79;0,57;0,86;0,68;0,91
130;0;202,6803436279297;202,46929931640625;167,60000610351562;282,98699951171875;134,369873046875;41,007633209228516;167,60000610351562;49,78614044189453;21,555173873901367;5,686781883239746;1,6;0,99;0,78;0,76;0,49;0,92
131;4;204,03733825683594;203,74835205078125;169,60000610351562;0,0;0,0;45,77761459350586;169,60000610351562;0,0;0,0;6,274539470672607;3,6;0,55;0,72;0,78;0,31;0,11
132;4;214,92115783691406;214,6526641845703;170,60000610351562;0,0;0,0;72,97764587402344;170,60000610351562;0,0;0,0;11,425702095031738;4,6;0,53;0,68;0,94;0,04;0,28
133;4;224,57623291015625;224,3076934814453;170,3000030517578;0,0;127,37767028808594;0,0;170,3000030517578;0,0;30,042221069335938;0,0;4,3;0,64;0,95;0,54;0,38;0,62
134;4;200,35321044921875;200,084716796875;169,39999389648438;275,7108459472656;0,0;72,97760009765625;169,39999389648438;50,37323760986328;0,0;7,266223907470703;3,4;0,98;0,56;0,78;0,45;0,28
135;4;206,16835021972656;205,92913818359375;170,39999389648438;0,0;0,0;96,97762298583984;170,39999389648438;0,0;0,0;11,796688079833984;4,4;0,52;0,62;0,91;0,16;0,43
136;0;187,97457885742188;187,80860900878906;169,3000030517578;250,8842315673828;18,697126388549805;132,6803741455078;169,3000030517578;44,353790283203125;3,182189702987671;8,542445182800293;3,3;0,92;0,55;0,9;0,05;0,77
137;4;205,6099090576172;205,34124755859375;168,10000610351562;0,0;57,71910858154297;45,658390045166016;168,10000610351562;0,0;9,951330184936523;6,612385272979736;2,1;0,55;0,78;0,8;0,14;0,47
138;4;210,5373992919922;210,24920654296875;170,89999389648438;242,66590881347656;0,0;47,37763214111328;170,89999389648438;44,309818267822266;0,0;7,8057732582092285;4,9;0,91;0,54;0,86;0,62;0,12
139;0;189,78665161132812;189,61981201171875;169,10000610351562;98,97669219970703;40,33525466918945;123,84224700927734;169,10000610351562;12,510181427001953;4,838502407073975;8,449973106384277;3,1;0,7;0,58;0,87;0,39;0,85
