;error_output;head_output_083;head_output_158;head_output_180;flow_output_F1;flow_output_K1;flow_output_P1;tank_output_180;energy_output_F1;energy_output_K1;energy_output_P1;tank_input_180;pump_input_F1;pump_input_K1;pump_input_P1;demand_input_par2;demand_input_kar2
24;4;213,67039489746094;213,40354919433594;168,0;186,7974090576172;0,0;74,57765197753906;168,0;29,64244842529297;0,0;11,260760307312012;2,0;0,78;0,5;0,93;0,65;0,29
25;4;227,94317626953125;227,66871643066406;169,60000610351562;0,0;116,17768096923828;0,0;169,60000610351562;0,0;27,7775936126709;0,0;3,6;0,54;0,98;0,78;0,09;0,55
26;4;218,0943145751953;217,88677978515625;169,60000610351562;0,0;86,85645294189453;77,32105255126953;169,60000610351562;0,0;16,62080955505371;12,931373596191406;3,6;0,57;0,89;0,98;0,44;0,85
27;4;206,7044677734375;206,42552185058594;169,1999969482422;276,088134765625;106,57760620117188;0,0;169,1999969482422;50,20670700073242;15,94750690460205;0,0;3,2;0,98;0,79;0,63;0,79;0,49
28;0;194,0957489013672;193,9279022216797;169,6999969482422;217,77610778808594;47,10128402709961;120,27621459960938;169,6999969482422;37,47809982299805;6,054669380187988;10,269944190979004;3,7;0,85;0,63;0,89;0,63;0,87
29;4;194,79554748535156;194,5021514892578;167,6999969482422;25,92279815673828;0,0;32,97758865356445;167,6999969482422;6,29853630065918;0,0;3,9038586616516113;1,7;0,67;0,63;0,64;0,23;0,03
30;0;202,8092498779297;202,5181884765625;167,1999969482422;99,35639190673828;0,0;40,97761917114258;167,1999969482422;11,82309627532959;0,0;5,685011386871338;1,2;0,68;0,99;0,76;0,1;0,08
31;4;192,73439025878906;192,4956512451172;169,6999969482422;0,0;174,5368194580078;-2,3593175411224365;169,6999969482422;0,0;19,36849021911621;0,38159874081611633;3,7;0,56;0,7;0,6;0,81;0,9
32;4;192,62734985351562;192,35421752929688;167,8000030517578;254,20404052734375;0,0;68,17758178710938;167,8000030517578;43,329193115234375;0,0;4,790194988250732;1,8;0,92;0,55;0,67;0,84;0,25
33;4;211,9512939453125;211,72369384765625;167,8000030517578;0,0;183,37762451171875;0,0;167,8000030517578;0,0;38,581478118896484;0,0;0,9;0,56;0,9;0,78;0,34;0,97
34;4;222,25030517578125;222,00787353515625;170,3000030517578;160,6861572265625;165,7776641845703;0,0;170,3000030517578;26,588390350341797;40,85916519165039;0,0;4,3;0,76;0,95;0,58;0,7;0,86
35;4;217,3075408935547;217,02857971191406;168,10000610351562;245,01754760742188;106,57764434814453;0,0;168,10000610351562;41,63680648803711;20,892202377319336;0,0;2,1;0,9;0,9;0,63;0,88;0,49
36;4;217,0695343017578;216,8061065673828;170,1999969482422;188,9065399169922;0,0;77,77765655517578;170,1999969482422;31,993741989135742;0,0;12,660426139831543;4,2;0,8;0,5;0,97;0,57;0,31
37;4;213,14952087402344;212,91734313964844;169,3000030517578;203,7984619140625;0,0;101,77764892578125;169,3000030517578;34,1731071472168;0,0;15,333854675292969;3,3;0,82;0,62;0,99;0,67;0,46
38;4;193,4721221923828;193,26901245117188;167,89999389648438;274,49359130859375;0,0;119,3775863647461;167,89999389648438;48,141815185546875;0,0;9,78145694732666;1,9;0,97;0,58;0,88;0,17;0,57
39;4;215,35206604003906;215,08689880371094;168,6999969482422;0,0;0,0;76,17765808105469;168,6999969482422;0,0;0,0;11,947911262512207;2,7;0,56;0,59;0,95;0,93;0,3
40;0;193,33929443359375;193,09913635253906;168,3000030517578;207,30474853515625;64,04450225830078;68,13299560546875;168,3000030517578;33,91689682006836;7,012922286987305;4,992570400238037;2,3;0,82;0,64;0,68;0,16;0,65
41;4;216,02264404296875;215,785400390625;168,3000030517578;269,6949157714844;172,17762756347656;0,0;168,3000030517578;47,51478958129883;39,052001953125;0,0;0,8;0,96;0,92;0,63;0,78;0,9
42;4;208,5657501220703;208,3019256591797;168,3000030517578;217,2098846435547;135,3776092529297;0,0;168,3000030517578;35,93011474609375;25,031902313232422;0,0;0,9;0,84;0,83;0,55;0,61;0,67
43;4;216,45416259765625;216,2130126953125;169,5;0,0;167,3776397705078;0,0;169,5;0,0;37,33549499511719;0,0;3,5;0,57;0,91;0,83;0,11;0,87
44;4;210,82911682128906;210,57933044433594;167,60000610351562;0,0;156,17762756347656;0,0;167,60000610351562;0,0;32,055999755859375;0,0;1,6;0,52;0,87;0,62;0,44;0,8
45;4;199,339111328125;199,05093383789062;167,60000610351562;0,0;0,0;47,37760543823242;167,60000610351562;0,0;0,0;5,348730564117432;0,5;0,51;0,61;0,72;0,79;0,12
46;4;204,1497344970703;203,96261596679688;167,60000610351562;0,0;51,07939910888672;108,29810333251953;167,60000610351562;0,0;9,319328308105469;13,005659103393555;0,7;0,58;0,77;0,93;0,28;0,82
47;4;209,3175811767578;209,08782958984375;170,89999389648438;0,0;0,0;103,37763214111328;170,89999389648438;0,0;0,0;14,15133285522461;4,9;0,51;0,65;0,96;0,82;0,47
48;4;222,13108825683594;221,83482360839844;170,89999389648438;268,6575012207031;50,577659606933594;0,0;170,89999389648438;50,549007415771484;12,983360290527344;0,0;0,7;0,97;0,91;0,51;0,9;0,14
49;4;218,0462188720703;217,7702178955078;168,0;257,9583435058594;0,0;64,97766876220703;168,0;44,41871643066406;0,0;11,220379829406738;2,0;0,93;0,57;0,96;0,74;0,23
50;4;191,28697204589844;191,0221710205078;167,5;177,0828094482422;133,77755737304688;0,0;167,5;27,409868240356445;14,545856475830078;0,0;1,5;0,76;0,66;0,54;0,78;0,66
51;4;211,20518493652344;210,9688720703125;167,5;0,0;15,738340377807617;94,03915405273438;167,5;0,0;6,248998641967773;13,249715805053711;0,6;0,63;0,84;0,95;0,96;0,51
52;0;188,0301513671875;187,85379028320312;167,39999389648438;275,420654296875;85,86195373535156;95,91554260253906;167,39999389648438;47,715999603271484;7,04728364944458;4,9414496421813965;1,4;0,97;0,59;0,72;0,86;0,96
53;0;185,29513549804688;185,08750915527344;168,89999389648438;145,1622772216797;100,32540130615234;68,652099609375;168,89999389648438;22,75458335876465;6,5161261558532715;2,8480098247528076;2,9;0,73;0,54;0,57;0,3;0,88
54;0;201,3069610595703;201,10006713867188;167,89999389648438;198,3194580078125;109,75531005859375;62,422183990478516;167,89999389648438;31,761568069458008;14,812983512878418;6,669149398803711;1,9;0,8;0,75;0,77;0,04;0,9
55;4;212,0811004638672;211,82313537597656;170,3000030517578;152,0351104736328;0,0;82,57763671875;170,3000030517578;24,971912384033203;0,0;11,803759574890137;4,3;0,75;0,62;0,93;0,11;0,34
56;4;217,3631134033203;217,0902557373047;168,60000610351562;156,44017028808594;119,37763977050781;0,0;168,60000610351562;24,542724609375;24,116846084594727;0,0;2,6;0,74;0,9;0,79;0,13;0,57
57;4;219,97305297851562;219,67442321777344;169,8000030517578;0,0;36,177650451660156;0,0;169,8000030517578;0,0;11,397772789001465;0,0;3,8;0,52;0,9;0,78;0,26;0,05
58;0;202,33480834960938;202,1349639892578;170,60000610351562;209,73330688476562;104,3130874633789;71,06441497802734;170,60000610351562;36,670433044433594;13,16417407989502;7,695165634155273;4,6;0,84;0,73;0,8;0,12;0,92
59;4;214,3910675048828;214,10818481445312;170,39999389648438;0,0;96,97763061523438;0,0;170,39999389648438;0,0;16,706619262695312;0,0;4,4;0,65;0,85;0,62;0,12;0,43
60;4;221,33642578125;221,0529327392578;168,39999389648438;239,93556213378906;95,37765502929688;0,0;168,39999389648438;40,86186218261719;19,77729034423828;0,0;2,4;0,89;0,93;0,55;0,5;0,42
61;4;201,22918701171875;200,9322967529297;168,3000030517578;0,0;47,377586364746094;0,0;168,3000030517578;0,0;8,156319618225098;0,0;2,3;0,56;0,73;0,59;0,02;0,12
62;4;215,70669555664062;215,45660400390625;167,6999969482422;209,30580139160156;0,0;88,9776611328125;167,6999969482422;33,729942321777344;0,0;14,028291702270508;1,7;0,82;0,69;0,98;0,83;0,38
63;4;200,86587524414062;200,59902954101562;167,39999389648438;0,0;0,0;74,5776138305664;167,39999389648438;0,0;0,0;7,541725158691406;1,4;0,52;0,53;0,79;0,75;0,29
64;4;198,5900115966797;198,2978515625;170,6999969482422;277,31781005859375;0,0;37,777591705322266;170,6999969482422;52,46121597290039;0,0;4,73183536529541;4,7;0,99;0,53;0,7;0,55;0,06
65;4;213,36099243164062;213,07125854492188;170,0;226,56283569335938;76,17762756347656;0,0;170,0;39,68704605102539;13,369574546813965;0,0;4,0;0,87;0,84;0,64;0,92;0,3
66;4;207,2569122314453;206,9648895263672;170,8000030517578;264,6651306152344;68,17760467529297;0,0;170,8000030517578;49,439353942871094;10,560128211975098;0,0;4,8;0,96;0,77;0,64;0,6;0,25
67;4;186,13088989257812;186,00537109375;170,8000030517578;0,0;35,50102996826172;144,6764678955078;170,8000030517578;0,0;3,4961447715759277;8,582469940185547;0,6;0,63;0,5;0,95;0,53;0,95
68;4;211,87783813476562;211,58619689941406;167,3000030517578;0,0;0,0;39,377647399902344;167,3000030517578;0,0;0,0;7,430266857147217;1,3;0,52;0,66;0,87;0,13;0,07
69;4;219,6466064453125;219,3510284423828;167,3000030517578;205,6326446533203;53,77764892578125;0,0;167,3000030517578;32,61666488647461;13,549152374267578;0,0;0,8;0,81;0,92;0,77;0,64;0,16
70;4;198,64501953125;198,41502380371094;168,39999389648438;0,0;42,29426956176758;86,6832275390625;168,39999389648438;0,0;7,188066482543945;7,953332424163818;2,4;0,52;0,7;0,8;0,82;0,63
71;4;190,40191650390625;190,10348510742188;167,39999389648438;0,0;37,777549743652344;0,0;167,39999389648438;0,0;5,277230739593506;0,0;1,4;0,55;0,61;0,52;0,45;0,06
72;4;221,98118591308594;221,68789672851562;167,39999389648438;255,0615692138672;63,37765884399414;0,0;167,39999389648438;43,043006896972656;15,131553649902344;0,0;0,8;0,92;0,94;0,79;0,68;0,22
73;4;213,82443237304688;213,5550079345703;169,8000030517578;258,327392578125;125,77763366699219;0,0;169,8000030517578;46,685787200927734;23,84973907470703;0,0;3,8;0,94;0,86;0,83;0,56;0,61
74;4;192,2736053466797;191,99913024902344;169,8000030517578;207,2861785888672;116,17755889892578;0,0;169,8000030517578;35,37287521362305;10,782033920288086;0,0;3,8;0,83;0,63;0,51;0,46;0,55
75;0;192,64329528808594;192,37728881835938;168,89999389648438;121,53704071044922;36,4826545715332;60,49484634399414;168,89999389648438;16,58666229248047;5,4135847091674805;4,351876258850098;2,9;0,71;0,62;0,65;0,44;0,43
76;4;205,94406127929688;205,70814514160156;168,89999389648438;276,6508483886719;173,77760314941406;0,0;168,89999389648438;49,95496368408203;30,711454391479492;0,0;0,6;0,98;0,83;0,53;0,46;0,91
77;4;198,93612670898438;198,67738342285156;170,39999389648438;234,8255615234375;143,37757873535156;0,0;170,39999389648438;41,955570220947266;19,489736557006836;0,0;4,4;0,89;0,72;0,56;0,39;0,72
78;4;221,5478057861328;221,24853515625;169,10000610351562;259,8207702636719;29,77765655517578;0,0;169,10000610351562;46,185760498046875;11,391646385192871;0,0;3,1;0,94;0,92;0,87;0,3;0,01
79;4;186,20150756835938;186,05885314941406;169,5;0,0;3,079352617263794;148,2981414794922;169,5;0,0;0,46856287121772766;8,840591430664062;3,5;0,64;0,52;0,97;0,28;0,77
80;4;226,0760955810547;225,7908935546875;168,3000030517578;0,0;90,57766723632812;0,0;168,3000030517578;0,0;20,557153701782227;0,0;2,3;0,6;0,97;0,71;0,63;0,39
81;4;206,6290740966797;206,35227966308594;168,3000030517578;179,38983154296875;111,37760162353516;0,0;168,3000030517578;28,50578498840332;17,280498504638672;0,0;1,0;0,77;0,8;0,71;0,77;0,52
82;4;196,4461212158203;196,17942810058594;168,8000030517578;272,7942199707031;130,57757568359375;0,0;168,8000030517578;48,89131546020508;16,115680694580078;0,0;2,8;0,97;0,7;0,55;0,61;0,64
83;0;215,78416442871094;215,58248901367188;169,39999389648438;279,7518005371094;81,96514892578125;83,8123550415039;169,39999389648438;51,370941162109375;15,054673194885254;13,209305763244629;3,4;0,99;0,87;0,97;0,03;0,86
84;4;185,69647216796875;185,48013305664062;169,89999389648438;0,0;56,33292007446289;88,64458465576172;169,89999389648438;0,0;4,1824564933776855;3,7229294776916504;3,9;0,5;0,51;0,66;0,38;0,73
85;4;210,95848083496094;210,731201171875;168,39999389648438;0,0;0,0;104,9776382446289;168,39999389648438;0,0;0,0;15,197834014892578;2,4;0,61;0,5;0,98;0,97;0,48
86;4;204,74317932128906;204,54588317871094;167,89999389648438;0,0;0,0;122,57762145996094;167,89999389648438;0,0;0,0;16,46722412109375;1,9;0,6;0,65;0,99;0,02;0,59
87;4;189,2840118408203;189,0415802001953;170,89999389648438;238,11322021484375;165,77755737304688;0,0;170,89999389648438;43,258541107177734;14,735565185546875;0,0;4,9;0,9;0,64;0,53;0,98;0,86
88;0;189,43930053710938;189,23977661132812;169,6999969482422;245,59963989257812;90,44043731689453;80,1370620727539;169,6999969482422;43,610042572021484;7,083132743835449;4,499523639678955;3,7;0,91;0,58;0,67;0,44;0,89
89;4;220,40216064453125;220,13052368164062;169,6999969482422;217,776123046875;0,0;69,77767181396484;169,6999969482422;37,47809982299805;0,0;12,533964157104492;3,7;0,85;0,68;0,99;0,02;0,26
90;4;201,94602966308594;201,68075561523438;170,6999969482422;264,87353515625;-6,1962504386901855;77,5737533569336;170,6999969482422;49,36609649658203;1,757713794708252;8,10344123840332;4,7;0,96;0,71;0,81;0,78;0,27
91;4;218,04891967773438;217,7584991455078;170,6999969482422;192,68467712402344;0,0;42,577659606933594;170,6999969482422;33,207237243652344;0,0;8,970555305480957;4,7;0,81;0,82;0,94;0,1;0,09
92;4;197,84796142578125;197,56381225585938;169,1999969482422;0,0;17,22370719909668;47,7537956237793;169,1999969482422;0,0;4,481463432312012;5,041904449462891;3,2;0,6;0,68;0,7;0,72;0,23
93;4;198,28240966796875;197,9919891357422;169,3000030517578;267,7265319824219;0,0;42,577598571777344;169,3000030517578;48,30731201171875;0,0;4,854514122009277;3,3;0,96;0,52;0,7;0,87;0,09
94;4;224,4449462890625;224,18312072753906;170,6999969482422;264,87353515625;138,57766723632812;0,0;170,6999969482422;49,36609649658203;34,87849807739258;0,0;4,7;0,96;0,95;0,87;0,3;0,69
95;0;184,89942932128906;184,73733520507812;167,6999969482422;84,95120239257812;44,810585021972656;124,16691589355469;167,6999969482422;10,28921127319336;4,199572563171387;5,748323917388916;1,7;0,68;0,53;0,83;0,58;0,88
96;4;208,0286865234375;207,7384796142578;170,6999969482422;273,2091979980469;74,57760620117188;0,0;170,6999969482422;51,42832565307617;11,379658699035645;0,0;4,7;0,98;0,78;0,64;0,83;0,29
97;4;202,65525817871094;202,39242553710938;170,6999969482422;0,0;136,97760009765625;0,0;170,6999969482422;0,0;20,37175178527832;0,0;0,7;0,58;0,75;0,54;0,18;0,68
98;4;203,39938354492188;203,10528564453125;167,8000030517578;0,0;60,17759704589844;0,0;167,8000030517578;0,0;9,573463439941406;0,0;1,8;0,58;0,76;0,58;0,66;0,2
99;4;216,75558471679688;216,5294189453125;169,10000610351562;276,2762756347656;184,97764587402344;0,0;169,10000610351562;50,123085021972656;41,97072982788086;0,0;3,1;0,98;0,93;0,5;0,71;0,98
100;4;194,2993927001953;194,0926971435547;170,5;0,0;-1,6241182088851929;117,80162048339844;170,5;0,0;0,3513200879096985;9,9735689163208;4,5;0,54;0,62;0,88;0,08;0,55
101;4;227,171630859375;226,91290283203125;170,0;0,0;143,377685546875;0,0;170,0;0,0;38,76455307006836;0,0;4,0;0,63;0,98;0,65;0,28;0,72
102;4;224,6998748779297;224,40269470214844;170,0;0,0;45,77766799926758;0,0;170,0;0,0;13,369291305541992;0,0;1,0;0,54;0,94;0,68;0,9;0,11
103;4;215,75804138183594;215,46115112304688;170,0;0,0;47,37763595581055;0,0;170,0;0,0;11,328950881958008;0,0;1,0;0,57;0,86;0,83;0,84;0,12
104;4;202,9243927001953;202,68983459472656;168,3000030517578;257,32427978515625;175,37759399414062;0,0;168,3000030517578;44,6368293762207;29,010591506958008;0,0;2,3;0,93;0,81;0,7;0,11;0,92
105;0;200,87939453125;200,69517517089844;169,6999969482422;124,52210235595703;20,313505172729492;123,06400299072266;169,6999969482422;17,771230697631836;5,761856555938721;14,466651916503906;3,7;0,72;0,71;0,96;0,75;0,72
106;0;204,46746826171875;204,30490112304688;168,10000610351562;261,8981628417969;67,33412170410156;112,84337615966797;168,10000610351562;45,44387435913086;10,487013816833496;14,100937843322754;2,1;0,94;0,77;0,95;0,08;0,95
107;0;211,34686279296875;211,11268615722656;170,89999389648438;255,91207885742188;131,84320068359375;25,934303283691406;170,89999389648438;47,4379997253418;23,925548553466797;6,936066627502441;4,9;0,94;0,83;0,86;0,93;0,81
108;4;211,9077911376953;211,61712646484375;168,5;0,0;72,97762298583984;0,0;168,5;0,0;13,066704750061035;0,0;2,5;0,57;0,84;0,52;0,82;0,28
109;4;209,0230255126953;208,76536560058594;168,3000030517578;0,0;144,9776153564453;0,0;168,3000030517578;0,0;28,00788116455078;0,0;2,3;0,65;0,84;0,65;0,47;0,73
110;4;222,6196746826172;222,33238220214844;168,3000030517578;277,7593994140625;84,17765808105469;0,0;168,3000030517578;49,44331741333008;18,040721893310547;0,0;0,9;0,98;0,94;0,69;0,25;0,35
111;4;200,42916870117188;200,17478942871094;170,5;248,10067749023438;149,777587890625;0,0;170,5;45,1147346496582;21,36437225341797;0,0;4,5;0,92;0,74;0,68;0,31;0,76
112;4;217,46669006347656;217,19302368164062;167,5;228,82965087890625;117,77764129638672;0,0;167,5;37,49895095825195;24,25635528564453;0,0;1,5;0,86;0,91;0,88;0,23;0,56
113;4;205,6437225341797;205,34713745117188;169,0;0,0;48,97760009765625;0,0;169,0;0,0;9,185070037841797;0,0;3,0;0,66;0,77;0,78;0,65;0,13
114;0;186,50608825683594;186,25831604003906;169,8000030517578;217,46353149414062;76,26034545898438;54,31715393066406;169,8000030517578;37,51372146606445;5,191614627838135;2,71272873878479;3,8;0,85;0,53;0,54;0,79;0,64
115;4;216,5002899169922;216,2250518798828;169,8000030517578;240,91702270507812;114,57764434814453;0,0;169,8000030517578;42,660430908203125;21,846338272094727;0,0;1,0;0,9;0,88;0,52;0,01;0,54
116;4;196,38983154296875;196,2560577392578;170,39999389648438;0,0;44,31098937988281;137,4665069580078;170,39999389648438;0,0;6,305421829223633;15,056852340698242;4,4;0,66;0,65;0,99;0,59;0,96
117;0;191,47528076171875;191,2332305908203;170,39999389648438;199,66049194335938;134,66075134277344;18,316747665405273;170,39999389648438;34,36593246459961;13,087122917175293;2,7552576065063477;1,1;0,82;0,63;0,58;0,69;0,78
118;4;197,78573608398438;197,5872802734375;168,39999389648438;0,0;38,50461959838867;108,07288360595703;168,39999389648438;0,0;6,781662940979004;10,149807929992676;2,4;0,64;0,69;0,87;0,4;0,74
119;4;200,79434204101562;200,56459045410156;169,3000030517578;198,40232849121094;0,0;103,37760162353516;169,3000030517578;33,08167266845703;0,0;10,656477928161621;3,3;0,81;0,56;0,88;0,29;0,47
120;4;210,4291534423828;210,13168334960938;167,8000030517578;274,67999267578125;44,17761993408203;0,0;167,8000030517578;48,05718994140625;10,28227710723877;0,0;1,8;0,97;0,83;0,56;0,37;0,1
121;4;192,99862670898438;192,70339965820312;167,8000030517578;203,91390991210938;55,377559661865234;0,0;167,8000030517578;32,760658264160156;6,596038818359375;0,0;1,0;0,81;0,64;0,59;0,45;0,17
122;0;193,22105407714844;192,98484802246094;167,6999969482422;282,8108825683594;80,77359771728516;61,003902435302734;167,6999969482422;49,876319885253906;8,192450523376465;4,535488128662109;1,7;0,99;0,65;0,66;0,79;0,71
123;0;198,69754028320312;198,4906463623047;170,60000610351562;265,081298828125;122,7632064819336;52,61429977416992;170,60000610351562;49,292518615722656;14,665026664733887;5,496466159820557;4,6;0,96;0,7;0,72;0,91;0,92
124;4;197,47323608398438;197,32398986816406;168,3000030517578;0,0;60,709632873535156;122,6678695678711;168,3000030517578;0,0;7,919980049133301;12,530742645263672;2,3;0,5;0,69;0,93;0,04;0,97
125;4;212,5861053466797;212,3475341796875;168,3000030517578;277,7593994140625;170,57762145996094;0,0;168,3000030517578;49,44331741333008;35,92890167236328;0,0;0,9;0,98;0,89;0,69;0,82;0,89
126;4;197,2203369140625;196,97055053710938;169,89999389648438;0,0;156,17758178710938;0,0;169,89999389648438;0,0;20,391681671142578;0,0;3,9;0,57;0,72;0,66;0,53;0,8
127;4;210,9090118408203;210,67210388183594;170,1999969482422;248,8082733154297;0,0;98,57763671875;170,1999969482422;44,92972183227539;0,0;13,823190689086914;4,2;0,92;0,57;0,96;0,79;0,44
128;4;193,16404724121094;192,8665771484375;170,1999969482422;0,0;44,17756271362305;0,0;170,1999969482422;0,0;5,544025421142578;0,0;1,1;0,67;0,61;0,51;0,5;0,1
129;4;225,30465698242188;225,05027770996094;168,5;0,0;149,7776641845703;0,0;168,5;0,0;40,26198959350586;0,0;2,5;0,57;0,98;0,55;0,53;0,76
130;0;199,80233764648438;199,57611083984375;167,6999969482422;176,08163452148438;158,84068298339844;14,936819076538086;167,6999969482422;27,392723083496094;24,328296661376953;3,3785743713378906;1,7;0,76;0,77;0,71;0,41;0,91
131;4;200,4625701904297;200,2925262451172;169,0;0,0;82,0544662475586;101,32304382324219;169,0;0,0;10,252604484558105;10,219176292419434;3,0;0,56;0,72;0,87;0,32;0,97
132;4;188,54100036621094;188,33447265625;169,5;0,0;146,08287048339844;35,69462966918945;169,5;0,0;13,383487701416016;2,72704815864563;3,5;0,66;0,62;0,54;0,77;0,96
133;4;210,47589111328125;210,22610473632812;169,5;0,0;156,17762756347656;0,0;169,5;0,0;30,4039363861084;0,0;0,8;0,53;0,85;0,52;0,34;0,8
134;4;194,60256958007812;194,38037109375;169,5;0,0;0,0;108,17758178710938;169,5;0,0;0,0;8,747156143188477;0,7;0,52;0,57;0,84;0,51;0,5
135;0;199,82666015625;199,60182189941406;169,5;191,95571899414062;18,891141891479492;100,48635864257812;169,5;31,976734161376953;5,20862340927124;9,808206558227539;1,0;0,8;0,7;0,86;0,45;0,57
136;0;195,2579803466797;195,05325317382812;169,89999389648438;274,75897216796875;1,2404767274856567;118,13702392578125;169,89999389648438;50,784725189208984;0,28592389822006226;10,516477584838867;3,9;0,98;0,64;0,89;0,09;0,57
137;4;199,8848419189453;199,5907440185547;170,60000610351562;0,0;60,17758560180664;0,0;170,60000610351562;0,0;7,879232883453369;0,0;4,6;0,68;0,69;0,66;0,8;0,2
138;4;189,3571014404297;189,16392517089844;170,0;0,0;25,240089416503906;116,53740692138672;170,0;0,0;4,039957523345947;7,321393013000488;4,0;0,65;0,56;0,83;0,55;0,71
139;4;209,2454071044922;208,94947814941406;168,6999969482422;0,0;52,177616119384766;0,0;168,6999969482422;0,0;10,390596389770508;0,0;2,7;0,53;0,81;0,66;0,18;0,15
